CustomerID,Name,Segment,Region,Value
C18597,Customer 18597,Standard,Southeast,8859
C18598,Customer 18598,Premium,Southwest,2108
C18599,Customer 18599,Standard,West,5752
C18600,Customer 18600,Standard,Southwest,6306
C18601,Customer 18601,Basic,West,1450
C18602,Customer 18602,Standard,West,8290
C18603,Customer 18603,Standard,Southwest,4974
C18604,Customer 18604,Basic,Northeast,5479
C18605,Customer 18605,Basic,Northeast,9681
C18606,Customer 18606,Standard,Southeast,9122
C18607,Customer 18607,Standard,Southeast,9888
C18608,Customer 18608,Standard,Midwest,3237
C18609,Customer 18609,Standard,Midwest,5015
C18610,Customer 18610,Standard,Southeast,4159
C18611,Customer 18611,Standard,Midwest,4814
C18612,Customer 18612,Standard,Midwest,1175
C18613,Customer 18613,Basic,Northeast,2179
C18614,Customer 18614,Standard,Southeast,7280
C18615,Customer 18615,Basic,Midwest,6587
C18616,Customer 18616,Basic,Midwest,1178
C18617,Customer 18617,Basic,Southwest,1734
C18618,Customer 18618,Premium,West,1542
C18619,Customer 18619,Premium,West,7539
C18620,Customer 18620,Standard,Midwest,8062
C18621,Customer 18621,Basic,West,6951
C18622,Customer 18622,Standard,Southeast,3800
C18623,Customer 18623,Basic,West,3805
C18624,Customer 18624,Premium,Northeast,9541
C18625,Customer 18625,Basic,Northeast,5285
C18626,Customer 18626,Standard,West,3612
C18627,Customer 18627,Standard,Southeast,2705
C18628,Customer 18628,Standard,Southeast,2224
C18629,Customer 18629,Basic,Southeast,2956
C18630,Customer 18630,Standard,Northeast,8727
C18631,Customer 18631,Premium,Southeast,6204
C18632,Customer 18632,Standard,Southwest,4617
C18633,Customer 18633,Standard,Southwest,6529
C18634,Customer 18634,Basic,West,2670
C18635,Customer 18635,Standard,West,1274
C18636,Customer 18636,Standard,Northeast,9905
C18637,Customer 18637,Basic,Southwest,2166
C18638,Customer 18638,Basic,Northeast,4962
C18639,Customer 18639,Basic,Southwest,7014
C18640,Customer 18640,Standard,Southwest,5788
C18641,Customer 18641,Premium,Southwest,2151
C18642,Customer 18642,Premium,Southwest,9060
C18643,Customer 18643,Standard,Southeast,1934
C18644,Customer 18644,Standard,Midwest,547
C18645,Customer 18645,Standard,Midwest,2938
C18646,Customer 18646,Standard,Northeast,5405
C18647,Customer 18647,Premium,Southwest,1254
C18648,Customer 18648,Basic,Midwest,1063
C18649,Customer 18649,Premium,West,846
C18650,Customer 18650,Premium,West,8863
C18651,Customer 18651,Basic,Southwest,1512
C18652,Customer 18652,Standard,Southwest,1946
C18653,Customer 18653,Basic,West,4378
C18654,Customer 18654,Premium,Northeast,6407
C18655,Customer 18655,Premium,Midwest,4491
C18656,Customer 18656,Basic,Southeast,8590
C18657,Customer 18657,Premium,Southwest,9498
C18658,Customer 18658,Premium,Southwest,8640
C18659,Customer 18659,Premium,Southwest,536
C18660,Customer 18660,Standard,Midwest,1031
C18661,Customer 18661,Standard,Midwest,6021
C18662,Customer 18662,Standard,Northeast,6318
C18663,Customer 18663,Basic,Southeast,7767
C18664,Customer 18664,Basic,Southeast,4097
C18665,Customer 18665,Standard,West,8867
C18666,Customer 18666,Premium,West,4772
C18667,Customer 18667,Standard,Northeast,9788
C18668,Customer 18668,Standard,Northeast,1532
C18669,Customer 18669,Standard,West,3184
C18670,Customer 18670,Standard,Southwest,7648
C18671,Customer 18671,Basic,Southwest,8685
C18672,Customer 18672,Premium,Southwest,6297
C18673,Customer 18673,Basic,Midwest,8201
C18674,Customer 18674,Basic,West,8594
C18675,Customer 18675,Standard,Midwest,7943
C18676,Customer 18676,Standard,Midwest,3641
C18677,Customer 18677,Basic,West,4232
C18678,Customer 18678,Premium,West,4141
C18679,Customer 18679,Premium,West,5529
C18680,Customer 18680,Standard,Northeast,534
C18681,Customer 18681,Standard,Midwest,5697
C18682,Customer 18682,Standard,Southwest,8153
C18683,Customer 18683,Premium,West,5350
C18684,Customer 18684,Basic,Southeast,6352
C18685,Customer 18685,Premium,West,1608
C18686,Customer 18686,Premium,Southwest,505
C18687,Customer 18687,Premium,Southeast,7924
C18688,Customer 18688,Basic,Southeast,2212
C18689,Customer 18689,Premium,Southwest,2357
C18690,Customer 18690,Standard,Northeast,4980
C18691,Customer 18691,Basic,Southwest,2935
C18692,Customer 18692,Premium,Southeast,4630
C18693,Customer 18693,Basic,Midwest,9580
C18694,Customer 18694,Standard,West,7112
C18695,Customer 18695,Premium,Midwest,1277
C18696,Customer 18696,Premium,West,8513
C18697,Customer 18697,Basic,Northeast,5859
C18698,Customer 18698,Premium,Midwest,6769
C18699,Customer 18699,Standard,Southeast,6549
C18700,Customer 18700,Basic,Southeast,1951
C18701,Customer 18701,Basic,Southwest,855
C18702,Customer 18702,Premium,Northeast,3418
C18703,Customer 18703,Standard,Southeast,9892
C18704,Customer 18704,Basic,Northeast,9902
C18705,Customer 18705,Premium,West,9731
C18706,Customer 18706,Standard,Northeast,3334
C18707,Customer 18707,Basic,Northeast,2481
C18708,Customer 18708,Basic,Southeast,4464
C18709,Customer 18709,Basic,Midwest,7567
C18710,Customer 18710,Standard,Northeast,4471
C18711,Customer 18711,Standard,Southwest,8300
C18712,Customer 18712,Standard,Southeast,4830
C18713,Customer 18713,Standard,Northeast,5121
C18714,Customer 18714,Standard,Midwest,4628
C18715,Customer 18715,Standard,Southwest,2740
C18716,Customer 18716,Premium,Northeast,4235
C18717,Customer 18717,Standard,Southwest,4464
C18718,Customer 18718,Premium,Midwest,510
C18719,Customer 18719,Basic,Southeast,2668
C18720,Customer 18720,Standard,West,5805
C18721,Customer 18721,Standard,Midwest,2341
C18722,Customer 18722,Basic,Southwest,3250
C18723,Customer 18723,Premium,Southeast,3026
C18724,Customer 18724,Premium,Southwest,3337
C18725,Customer 18725,Basic,Southwest,4442
C18726,Customer 18726,Basic,Midwest,9200
C18727,Customer 18727,Premium,Southeast,3962
C18728,Customer 18728,Basic,Midwest,3962
C18729,Customer 18729,Premium,Southwest,8379
C18730,Customer 18730,Standard,Northeast,2231
C18731,Customer 18731,Premium,Midwest,8366
C18732,Customer 18732,Standard,Southeast,8179
C18733,Customer 18733,Basic,Southeast,9488
C18734,Customer 18734,Basic,Southwest,4067
C18735,Customer 18735,Basic,Midwest,4763
C18736,Customer 18736,Premium,Midwest,8640
C18737,Customer 18737,Basic,West,5013
C18738,Customer 18738,Basic,Northeast,9055
C18739,Customer 18739,Premium,Midwest,911
C18740,Customer 18740,Standard,West,8958
C18741,Customer 18741,Basic,Southwest,7108
C18742,Customer 18742,Basic,Southeast,9296
C18743,Customer 18743,Standard,Southwest,5872
C18744,Customer 18744,Premium,West,6202
C18745,Customer 18745,Basic,West,5598
C18746,Customer 18746,Standard,West,5172
C18747,Customer 18747,Premium,Southeast,682
C18748,Customer 18748,Standard,Southwest,2753
C18749,Customer 18749,Standard,Northeast,2327
C18750,Customer 18750,Basic,Southeast,4769
C18751,Customer 18751,Basic,Southwest,7857
C18752,Customer 18752,Premium,Northeast,5562
C18753,Customer 18753,Basic,Northeast,9265
C18754,Customer 18754,Premium,Midwest,6172
C18755,Customer 18755,Premium,Southeast,1378
C18756,Customer 18756,Basic,Southeast,4084
C18757,Customer 18757,Standard,Northeast,947
C18758,Customer 18758,Standard,Northeast,7247
C18759,Customer 18759,Standard,Southwest,2378
C18760,Customer 18760,Standard,Northeast,2819
C18761,Customer 18761,Standard,Midwest,3709
C18762,Customer 18762,Standard,Southwest,9511
C18763,Customer 18763,Standard,Southeast,7928
C18764,Customer 18764,Standard,Northeast,7355
C18765,Customer 18765,Standard,Southeast,5748
C18766,Customer 18766,Basic,Midwest,2745
C18767,Customer 18767,Premium,West,7941
C18768,Customer 18768,Premium,West,870
C18769,Customer 18769,Basic,Midwest,9579
C18770,Customer 18770,Premium,Midwest,4690
C18771,Customer 18771,Premium,Northeast,5262
C18772,Customer 18772,Standard,Southwest,8011
C18773,Customer 18773,Standard,Midwest,7655
C18774,Customer 18774,Basic,Southwest,8015
C18775,Customer 18775,Basic,Southeast,9423
C18776,Customer 18776,Premium,Northeast,7877
C18777,Customer 18777,Standard,Southwest,3500
C18778,Customer 18778,Basic,Southeast,3773
C18779,Customer 18779,Standard,Southwest,5368
C18780,Customer 18780,Standard,Southwest,7609
C18781,Customer 18781,Basic,Midwest,9424
C18782,Customer 18782,Basic,West,7365
C18783,Customer 18783,Standard,Southwest,7314
C18784,Customer 18784,Standard,Northeast,8910
C18785,Customer 18785,Basic,West,1553
C18786,Customer 18786,Premium,Midwest,7932
C18787,Customer 18787,Standard,Southeast,3362
C18788,Customer 18788,Premium,Southwest,8841
C18789,Customer 18789,Basic,West,9257
C18790,Customer 18790,Standard,Southwest,1870
C18791,Customer 18791,Premium,Southeast,7006
C18792,Customer 18792,Premium,Northeast,4979
C18793,Customer 18793,Standard,Midwest,6358
C18794,Customer 18794,Premium,Northeast,4386
C18795,Customer 18795,Standard,Southwest,9769
C18796,Customer 18796,Standard,Southeast,6755
C18797,Customer 18797,Premium,Northeast,830
C18798,Customer 18798,Basic,West,4040
C18799,Customer 18799,Basic,Northeast,4527
C18800,Customer 18800,Basic,Midwest,7194
C18801,Customer 18801,Basic,Southeast,3804
C18802,Customer 18802,Standard,Northeast,4312
C18803,Customer 18803,Premium,West,1163
C18804,Customer 18804,Basic,Midwest,6283
C18805,Customer 18805,Basic,Northeast,5528
C18806,Customer 18806,Premium,Southwest,5807
C18807,Customer 18807,Standard,Southeast,537
C18808,Customer 18808,Basic,Midwest,7252
C18809,Customer 18809,Standard,West,4758
C18810,Customer 18810,Basic,Northeast,9022
C18811,Customer 18811,Premium,West,7708
C18812,Customer 18812,Premium,West,4140
C18813,Customer 18813,Premium,Southwest,9845
C18814,Customer 18814,Basic,Midwest,8650
C18815,Customer 18815,Basic,Southeast,8538
C18816,Customer 18816,Basic,Midwest,6619
C18817,Customer 18817,Standard,West,7768
C18818,Customer 18818,Premium,Southwest,2890
C18819,Customer 18819,Standard,West,9320
C18820,Customer 18820,Premium,Midwest,3526
C18821,Customer 18821,Standard,West,4461
C18822,Customer 18822,Premium,West,5125
C18823,Customer 18823,Standard,Midwest,958
C18824,Customer 18824,Premium,West,8355
C18825,Customer 18825,Premium,Midwest,9786
C18826,Customer 18826,Premium,Midwest,3951
C18827,Customer 18827,Standard,Northeast,1267
C18828,Customer 18828,Standard,Midwest,1925
C18829,Customer 18829,Standard,Southwest,2036
C18830,Customer 18830,Standard,Northeast,7743
C18831,Customer 18831,Standard,Midwest,5846
C18832,Customer 18832,Premium,Southeast,6746
C18833,Customer 18833,Premium,West,3321
C18834,Customer 18834,Basic,Southwest,7222
C18835,Customer 18835,Basic,Southeast,4912
C18836,Customer 18836,Basic,Southeast,8760
C18837,Customer 18837,Standard,Southwest,2836
C18838,Customer 18838,Standard,Southwest,2078
C18839,Customer 18839,Standard,Southeast,5725
C18840,Customer 18840,Standard,Midwest,6218
C18841,Customer 18841,Premium,Northeast,9273
C18842,Customer 18842,Premium,West,885
C18843,Customer 18843,Standard,West,6905
C18844,Customer 18844,Basic,Northeast,2137
C18845,Customer 18845,Basic,Midwest,4442
C18846,Customer 18846,Standard,Northeast,3938
C18847,Customer 18847,Premium,West,7094
C18848,Customer 18848,Standard,Northeast,9983
C18849,Customer 18849,Standard,Southwest,7455
C18850,Customer 18850,Basic,Midwest,7067
C18851,Customer 18851,Basic,Midwest,4020
C18852,Customer 18852,Premium,Midwest,5458
C18853,Customer 18853,Standard,Southeast,9569
C18854,Customer 18854,Standard,West,6939
C18855,Customer 18855,Basic,Southeast,5014
C18856,Customer 18856,Basic,Northeast,2845
C18857,Customer 18857,Premium,Southwest,8524
C18858,Customer 18858,Basic,Midwest,4097
C18859,Customer 18859,Basic,Northeast,5718
C18860,Customer 18860,Basic,Midwest,6497
C18861,Customer 18861,Standard,Northeast,3004
C18862,Customer 18862,Basic,Northeast,7024
C18863,Customer 18863,Basic,Southwest,724
C18864,Customer 18864,Premium,Southwest,6676
C18865,Customer 18865,Standard,West,8003
C18866,Customer 18866,Basic,Southwest,9914
C18867,Customer 18867,Premium,Southeast,6433
C18868,Customer 18868,Standard,Southwest,6450
C18869,Customer 18869,Standard,Southeast,996
C18870,Customer 18870,Basic,Northeast,8188
C18871,Customer 18871,Premium,Northeast,7432
C18872,Customer 18872,Standard,Midwest,8565
C18873,Customer 18873,Basic,Northeast,3688
C18874,Customer 18874,Standard,Northeast,1477
C18875,Customer 18875,Premium,Midwest,1871
C18876,Customer 18876,Premium,Southwest,1374
C18877,Customer 18877,Premium,Northeast,1661
C18878,Customer 18878,Premium,Midwest,7060
C18879,Customer 18879,Basic,Southwest,5833
C18880,Customer 18880,Standard,Midwest,2500
C18881,Customer 18881,Basic,Southwest,8130
C18882,Customer 18882,Standard,Midwest,3728
C18883,Customer 18883,Standard,Midwest,4519
C18884,Customer 18884,Standard,West,8110
C18885,Customer 18885,Basic,Southwest,9329
C18886,Customer 18886,Premium,Southeast,7729
C18887,Customer 18887,Standard,Southwest,3891
C18888,Customer 18888,Premium,West,2057
C18889,Customer 18889,Premium,Southwest,7954
C18890,Customer 18890,Basic,Midwest,2718
C18891,Customer 18891,Premium,Southeast,5076
C18892,Customer 18892,Basic,Southeast,6408
C18893,Customer 18893,Premium,Southwest,745
C18894,Customer 18894,Basic,Northeast,8542
C18895,Customer 18895,Premium,West,5470
C18896,Customer 18896,Standard,Southwest,7980
C18897,Customer 18897,Premium,Midwest,5612
C18898,Customer 18898,Premium,West,1234
C18899,Customer 18899,Standard,West,1377
C18900,Customer 18900,Premium,Southeast,3946
C18901,Customer 18901,Basic,Midwest,4055
C18902,Customer 18902,Basic,Southeast,6936
C18903,Customer 18903,Basic,Southwest,4086
C18904,Customer 18904,Standard,Northeast,2715
C18905,Customer 18905,Standard,Midwest,1072
C18906,Customer 18906,Premium,Southwest,4750
C18907,Customer 18907,Basic,Northeast,1231
C18908,Customer 18908,Premium,Northeast,1497
C18909,Customer 18909,Basic,Southeast,7642
C18910,Customer 18910,Premium,Midwest,4382
C18911,Customer 18911,Standard,Midwest,3698
C18912,Customer 18912,Standard,Midwest,5256
C18913,Customer 18913,Basic,Northeast,7840
C18914,Customer 18914,Standard,Southeast,532
C18915,Customer 18915,Basic,West,3494
C18916,Customer 18916,Basic,Southeast,3815
C18917,Customer 18917,Basic,Southeast,1547
C18918,Customer 18918,Basic,Southeast,2849
C18919,Customer 18919,Premium,Northeast,9689
C18920,Customer 18920,Premium,Southeast,980
C18921,Customer 18921,Premium,Midwest,522
C18922,Customer 18922,Premium,Southwest,8690
C18923,Customer 18923,Basic,Southwest,7731
C18924,Customer 18924,Basic,Midwest,6978
C18925,Customer 18925,Basic,Southeast,4084
C18926,Customer 18926,Standard,West,6058
C18927,Customer 18927,Basic,Southeast,5320
C18928,Customer 18928,Standard,Midwest,3195
C18929,Customer 18929,Basic,Southeast,2371
C18930,Customer 18930,Basic,West,1216
C18931,Customer 18931,Premium,Northeast,6762
C18932,Customer 18932,Basic,West,3752
C18933,Customer 18933,Premium,Southeast,5065
C18934,Customer 18934,Basic,Southwest,3249
C18935,Customer 18935,Premium,Southwest,2926
C18936,Customer 18936,Premium,Southeast,1815
C18937,Customer 18937,Basic,Southeast,8839
C18938,Customer 18938,Standard,Southwest,4946
C18939,Customer 18939,Basic,Midwest,8571
C18940,Customer 18940,Standard,Northeast,4517
C18941,Customer 18941,Premium,Southeast,7340
C18942,Customer 18942,Premium,Southeast,7126
C18943,Customer 18943,Premium,Southwest,6068
C18944,Customer 18944,Standard,West,911
C18945,Customer 18945,Standard,West,8085
C18946,Customer 18946,Basic,Northeast,4313
C18947,Customer 18947,Standard,West,3064
C18948,Customer 18948,Premium,Northeast,2172
C18949,Customer 18949,Premium,Southwest,4045
C18950,Customer 18950,Premium,Southeast,9114
C18951,Customer 18951,Standard,Southwest,6240
C18952,Customer 18952,Basic,Midwest,7836
C18953,Customer 18953,Basic,Northeast,5798
C18954,Customer 18954,Premium,West,7787
C18955,Customer 18955,Standard,Midwest,8680
C18956,Customer 18956,Basic,Southeast,3337
C18957,Customer 18957,Standard,Southeast,6492
C18958,Customer 18958,Basic,West,4495
C18959,Customer 18959,Basic,Southwest,6884
C18960,Customer 18960,Standard,Southeast,7809
C18961,Customer 18961,Standard,Northeast,6516
C18962,Customer 18962,Standard,Midwest,761
C18963,Customer 18963,Basic,Northeast,5149
C18964,Customer 18964,Standard,Midwest,4455
C18965,Customer 18965,Premium,Midwest,6363
C18966,Customer 18966,Premium,Midwest,1971
C18967,Customer 18967,Standard,Northeast,4341
C18968,Customer 18968,Standard,Southwest,3582
C18969,Customer 18969,Standard,Southwest,6417
C18970,Customer 18970,Standard,Midwest,3223
C18971,Customer 18971,Basic,Southeast,3190
C18972,Customer 18972,Basic,Northeast,3247
C18973,Customer 18973,Standard,Southwest,6604
C18974,Customer 18974,Basic,Northeast,4162
C18975,Customer 18975,Premium,West,3683
C18976,Customer 18976,Basic,West,5942
C18977,Customer 18977,Basic,Northeast,9633
C18978,Customer 18978,Premium,Southwest,5323
C18979,Customer 18979,Basic,Midwest,9710
C18980,Customer 18980,Premium,Midwest,1070
C18981,Customer 18981,Basic,Midwest,6753
C18982,Customer 18982,Standard,Southwest,4176
C18983,Customer 18983,Basic,Southeast,3619
C18984,Customer 18984,Basic,Southwest,3031
C18985,Customer 18985,Basic,West,4478
C18986,Customer 18986,Standard,Midwest,950
C18987,Customer 18987,Premium,Southwest,6624
C18988,Customer 18988,Standard,Northeast,7958
C18989,Customer 18989,Premium,West,4008
C18990,Customer 18990,Premium,Midwest,5394
C18991,Customer 18991,Premium,Northeast,6857
C18992,Customer 18992,Standard,Northeast,2948
C18993,Customer 18993,Basic,Southeast,3564
C18994,Customer 18994,Standard,West,6346
C18995,Customer 18995,Premium,Midwest,9151
C18996,Customer 18996,Premium,Southeast,9129
C18997,Customer 18997,Premium,West,963
C18998,Customer 18998,Standard,Southeast,6516
C18999,Customer 18999,Basic,Southeast,6218
C19000,Customer 19000,Standard,West,8726
C19001,Customer 19001,Basic,Northeast,7525
C19002,Customer 19002,Premium,Midwest,963
C19003,Customer 19003,Standard,Midwest,8767
C19004,Customer 19004,Standard,Southwest,5153
C19005,Customer 19005,Basic,Southwest,9476
C19006,Customer 19006,Standard,West,7413
C19007,Customer 19007,Premium,Southwest,8215
C19008,Customer 19008,Premium,Northeast,6876
C19009,Customer 19009,Basic,West,6425
C19010,Customer 19010,Basic,Southwest,9853
C19011,Customer 19011,Premium,Southeast,2011
C19012,Customer 19012,Premium,Southwest,2764
C19013,Customer 19013,Standard,Southeast,1672
C19014,Customer 19014,Basic,Northeast,4470
C19015,Customer 19015,Basic,Southeast,8718
C19016,Customer 19016,Standard,Southeast,6140
C19017,Customer 19017,Basic,Southwest,8628
C19018,Customer 19018,Basic,West,4683
C19019,Customer 19019,Basic,West,4447
C19020,Customer 19020,Basic,Northeast,907
C19021,Customer 19021,Premium,Southeast,5407
C19022,Customer 19022,Standard,West,4402
C19023,Customer 19023,Standard,Southeast,4993
C19024,Customer 19024,Standard,Southeast,2916
C19025,Customer 19025,Premium,West,8051
C19026,Customer 19026,Basic,Southeast,1469
C19027,Customer 19027,Standard,Southeast,3712
C19028,Customer 19028,Basic,Midwest,2181
C19029,Customer 19029,Premium,Midwest,5321
C19030,Customer 19030,Basic,Southeast,1327
C19031,Customer 19031,Premium,Southwest,4101
C19032,Customer 19032,Standard,West,3926
C19033,Customer 19033,Standard,Southwest,9580
C19034,Customer 19034,Premium,Southeast,2191
C19035,Customer 19035,Standard,Northeast,9503
C19036,Customer 19036,Premium,Southwest,3498
C19037,Customer 19037,Premium,Midwest,6925
C19038,Customer 19038,Basic,West,6236
C19039,Customer 19039,Premium,West,2601
C19040,Customer 19040,Standard,Southeast,2269
C19041,Customer 19041,Standard,Northeast,7249
C19042,Customer 19042,Premium,West,2175
C19043,Customer 19043,Premium,West,7792
C19044,Customer 19044,Premium,Northeast,6401
C19045,Customer 19045,Basic,Southwest,1062
C19046,Customer 19046,Basic,Southwest,7572
C19047,Customer 19047,Premium,Northeast,5476
C19048,Customer 19048,Premium,Northeast,4592
C19049,Customer 19049,Basic,Midwest,7235
C19050,Customer 19050,Standard,Midwest,7682
C19051,Customer 19051,Standard,Southwest,8559
C19052,Customer 19052,Premium,Northeast,6720
C19053,Customer 19053,Premium,West,7439
C19054,Customer 19054,Basic,Southwest,4533
C19055,Customer 19055,Premium,Southwest,6897
C19056,Customer 19056,Basic,Northeast,3002
C19057,Customer 19057,Standard,West,4080
C19058,Customer 19058,Basic,Midwest,6468
C19059,Customer 19059,Basic,Northeast,8998
C19060,Customer 19060,Premium,Northeast,6228
C19061,Customer 19061,Standard,Southeast,7303
C19062,Customer 19062,Basic,Northeast,503
C19063,Customer 19063,Basic,West,1384
C19064,Customer 19064,Standard,Midwest,7242
C19065,Customer 19065,Premium,Southwest,7784
C19066,Customer 19066,Premium,West,4299
C19067,Customer 19067,Basic,Southwest,6119
C19068,Customer 19068,Basic,Midwest,1341
C19069,Customer 19069,Basic,Southeast,6869
C19070,Customer 19070,Premium,Southwest,5912
C19071,Customer 19071,Basic,Northeast,2359
C19072,Customer 19072,Standard,Southeast,4532
C19073,Customer 19073,Basic,Southeast,1029
C19074,Customer 19074,Basic,Southeast,2635
C19075,Customer 19075,Basic,Southwest,5356
C19076,Customer 19076,Premium,Southeast,2157
C19077,Customer 19077,Standard,West,6888
C19078,Customer 19078,Basic,Southwest,5086
C19079,Customer 19079,Premium,West,8069
C19080,Customer 19080,Standard,West,620
C19081,Customer 19081,Basic,Southeast,8462
C19082,Customer 19082,Basic,West,6362
C19083,Customer 19083,Premium,Midwest,6519
C19084,Customer 19084,Premium,Midwest,5092
C19085,Customer 19085,Premium,West,3476
C19086,Customer 19086,Basic,Midwest,5207
C19087,Customer 19087,Standard,Southwest,8394
C19088,Customer 19088,Standard,Southeast,9942
C19089,Customer 19089,Standard,West,7314
C19090,Customer 19090,Standard,Midwest,6570
C19091,Customer 19091,Standard,Southwest,4520
C19092,Customer 19092,Basic,West,4599
C19093,Customer 19093,Standard,Southwest,6813
C19094,Customer 19094,Basic,Southwest,3156
C19095,Customer 19095,Premium,Midwest,2332
C19096,Customer 19096,Basic,Southwest,6204
C19097,Customer 19097,Standard,West,6229
C19098,Customer 19098,Basic,Midwest,3592
C19099,Customer 19099,Standard,Southeast,722
C19100,Customer 19100,Basic,West,4608
C19101,Customer 19101,Premium,Midwest,8441
C19102,Customer 19102,Standard,Southeast,6171
C19103,Customer 19103,Standard,Midwest,6357
C19104,Customer 19104,Premium,Northeast,2866
C19105,Customer 19105,Premium,Southeast,5957
C19106,Customer 19106,Standard,West,6269
C19107,Customer 19107,Premium,Northeast,6159
C19108,Customer 19108,Premium,Southeast,5546
C19109,Customer 19109,Basic,Southwest,6038
C19110,Customer 19110,Basic,West,3569
C19111,Customer 19111,Standard,West,7818
C19112,Customer 19112,Standard,Midwest,5739
C19113,Customer 19113,Premium,Northeast,8409
C19114,Customer 19114,Basic,West,8044
C19115,Customer 19115,Basic,Southwest,6899
C19116,Customer 19116,Standard,Southeast,1968
C19117,Customer 19117,Standard,Southeast,6935
C19118,Customer 19118,Basic,Southeast,1835
C19119,Customer 19119,Premium,West,2250
C19120,Customer 19120,Basic,Southwest,9701
C19121,Customer 19121,Standard,West,1509
C19122,Customer 19122,Basic,Northeast,5097
C19123,Customer 19123,Basic,West,2103
C19124,Customer 19124,Basic,Southwest,9620
C19125,Customer 19125,Basic,West,5870
C19126,Customer 19126,Premium,Midwest,9860
C19127,Customer 19127,Basic,West,9610
C19128,Customer 19128,Premium,Midwest,1897
C19129,Customer 19129,Basic,Midwest,8325
C19130,Customer 19130,Standard,Northeast,3944
C19131,Customer 19131,Standard,Northeast,3014
C19132,Customer 19132,Standard,Southwest,566
C19133,Customer 19133,Premium,Midwest,3471
C19134,Customer 19134,Basic,West,6757
C19135,Customer 19135,Premium,West,1145
C19136,Customer 19136,Premium,Southwest,564
C19137,Customer 19137,Premium,Southwest,7922
C19138,Customer 19138,Premium,West,7236
C19139,Customer 19139,Premium,Southwest,7278
C19140,Customer 19140,Basic,West,6556
C19141,Customer 19141,Premium,Southeast,7494
C19142,Customer 19142,Standard,Southeast,7856
C19143,Customer 19143,Standard,Southeast,7903
C19144,Customer 19144,Premium,Southeast,6014
C19145,Customer 19145,Basic,Southwest,4328
C19146,Customer 19146,Basic,West,9465
C19147,Customer 19147,Standard,Midwest,6953
C19148,Customer 19148,Standard,Midwest,4977
C19149,Customer 19149,Premium,Southwest,9165
C19150,Customer 19150,Premium,Southwest,9637
C19151,Customer 19151,Standard,Southeast,3032
C19152,Customer 19152,Basic,West,3137
C19153,Customer 19153,Premium,Southeast,4302
C19154,Customer 19154,Basic,Northeast,1255
C19155,Customer 19155,Premium,Southwest,2957
C19156,Customer 19156,Basic,Southwest,7057
C19157,Customer 19157,Premium,West,6290
C19158,Customer 19158,Standard,Midwest,9599
C19159,Customer 19159,Standard,Midwest,8203
C19160,Customer 19160,Basic,Southeast,4580
C19161,Customer 19161,Premium,Midwest,9489
C19162,Customer 19162,Premium,Southwest,8081
C19163,Customer 19163,Basic,West,9395
C19164,Customer 19164,Premium,Midwest,9616
C19165,Customer 19165,Basic,Midwest,7729
C19166,Customer 19166,Basic,Southeast,858
C19167,Customer 19167,Basic,West,7740
C19168,Customer 19168,Basic,West,6434
C19169,Customer 19169,Premium,Southeast,3673
C19170,Customer 19170,Standard,Northeast,1562
C19171,Customer 19171,Basic,Southeast,6980
C19172,Customer 19172,Basic,Northeast,4343
C19173,Customer 19173,Premium,Southwest,6785
C19174,Customer 19174,Basic,Midwest,9598
C19175,Customer 19175,Standard,Southwest,2811
C19176,Customer 19176,Basic,Southeast,987
C19177,Customer 19177,Premium,Southeast,8129
C19178,Customer 19178,Basic,Midwest,810
C19179,Customer 19179,Basic,Midwest,5941
C19180,Customer 19180,Basic,West,4753
C19181,Customer 19181,Standard,West,888
C19182,Customer 19182,Premium,West,3373
C19183,Customer 19183,Premium,Southeast,9172
C19184,Customer 19184,Standard,Northeast,6489
C19185,Customer 19185,Premium,Midwest,1052
C19186,Customer 19186,Basic,Midwest,8919
C19187,Customer 19187,Premium,Midwest,9124
C19188,Customer 19188,Premium,Northeast,9405
C19189,Customer 19189,Standard,West,4080
C19190,Customer 19190,Basic,Southwest,9598
C19191,Customer 19191,Basic,Northeast,4214
C19192,Customer 19192,Premium,Southeast,7871
C19193,Customer 19193,Premium,Midwest,1982
C19194,Customer 19194,Premium,Northeast,2478
C19195,Customer 19195,Premium,West,3263
C19196,Customer 19196,Premium,Southeast,3032
C19197,Customer 19197,Premium,Midwest,1008
C19198,Customer 19198,Premium,Southwest,8557
C19199,Customer 19199,Basic,Northeast,7438
C19200,Customer 19200,Basic,Northeast,3959
C19201,Customer 19201,Premium,West,1667
C19202,Customer 19202,Premium,West,682
C19203,Customer 19203,Basic,Northeast,3899
C19204,Customer 19204,Basic,West,8824
C19205,Customer 19205,Standard,Midwest,1638
C19206,Customer 19206,Basic,Midwest,6031
C19207,Customer 19207,Basic,West,9324
C19208,Customer 19208,Premium,Midwest,4624
C19209,Customer 19209,Basic,West,4763
C19210,Customer 19210,Standard,Northeast,4579
C19211,Customer 19211,Basic,Northeast,3479
C19212,Customer 19212,Standard,West,8891
C19213,Customer 19213,Basic,Northeast,6098
C19214,Customer 19214,Basic,Southwest,2020
C19215,Customer 19215,Premium,Southwest,3445
C19216,Customer 19216,Basic,Southeast,1838
C19217,Customer 19217,Basic,Northeast,7121
C19218,Customer 19218,Premium,Northeast,1938
C19219,Customer 19219,Standard,West,7343
C19220,Customer 19220,Basic,Southwest,624
C19221,Customer 19221,Premium,Northeast,9212
C19222,Customer 19222,Standard,West,5849
